# Migration Report
# Generated: 2026-08-04T04:52:25.297Z
# Elapsed: 5.2s
# Migrated: 2 | Skipped: 1580 | Errors: 0
#
SKIPPED | BIO/101/2023/Bio101-Topic 1-Chemistry of water (By Dr. Rajesh Ramchandran).ppt |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Quiz 4 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Quiz 5 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Quiz 6 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Quiz 7 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Quiz 8 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Quiz 9 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/LQ-2-merged.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/Lecture Notes -03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/MS_QA.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/Mechanics 101(Week1-2).pdf.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/Mechanics- 3DPolar.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/PHY101EndSem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/PHY101Worksheet-1-merged.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/PHY101Worksheet-3-merged.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/PHY101Worksheet-5-merged.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/PHY101Worksheet-9-merged.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/PS4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/ProblemSheet2-merged.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/Quiz 3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/Quiz-06-merged.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/Quiz-07-merged.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/Quiz-08-merged.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/Quiz1-merged.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2023/Quiz2-merged.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2025/Assignments/PHY101_Assignment_1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2025/Assignments/PHY101_Assignment_1_solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2025/Assignments/PHY101_Assignment_2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2025/Endsem/PHY101 endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2025/Midsem/PHY101_midsem_2025_Answers.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2025/Midsem/PHY101_midsem_2025_Questions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2025/Notes/Central force color.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2025/Notes/Central force nocolor.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2025/Quiz 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2025/Quiz4 -Relativity.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/101/2025/Relativity .pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Assignment03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Assignment04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Assignment05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Assignment06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Assignment07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Assignment08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Assignment09.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Sols03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Sols04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Sols05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Sols06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Sols07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Sols08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Assignments/Sols09.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Papers/Endsems(1).jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Papers/Midsem1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2022/Papers/Midsems2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2024/QuestionPaper/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Asiignments/arv_phy101_2026_ass1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Asiignments/arv_phy101_2026_ass2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Asiignments/arv_phy102_2026_ass10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Asiignments/arv_phy102_2026_ass3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Asiignments/arv_phy102_2026_ass4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Asiignments/arv_phy102_2026_ass5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Asiignments/arv_phy102_2026_ass6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Asiignments/arv_phy102_2026_ass7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Asiignments/arv_phy102_2026_ass8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Asiignments/arv_phy102_2026_ass9.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Assignments/PHY102_Assignment1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Assignments/PHY102_Assignment2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Assignments/PHY102_Assignment2b.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2025/Assignments/PHY102_Assignment3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Assignment 1/arv_phy101_2026_ass1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Assignments/PHY102 Assignment 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Assignments/arv_phy101_2026_ass2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Assignments/arv_phy102_2026_ass10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Assignments/arv_phy102_2026_ass3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Assignments/arv_phy102_2026_ass4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Assignments/arv_phy102_2026_ass5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Assignments/arv_phy102_2026_ass6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Assignments/arv_phy102_2026_ass7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Assignments/arv_phy102_2026_ass8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Assignments/arv_phy102_2026_ass9.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Quiz/PHY 102 2026 Quiz-1 --- Prof. Aravind.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/102/2026/Quiz/PHY 102 2026 Quiz-2 --- Prof. Aravind.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/111/2024/lab_manual.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/111/2025/Endsem/PHY 111 endsem written exam .pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/111/Lab Manual.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/112/LabManualPHY112.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/112/Papers/Endsems.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2018/Midsems (1).pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2018/Midsems (2).pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2021/Assignments/PHY201Assignment-2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2021/Assignments/PHY201Assignment-3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2021/Assignments/Phy 201 Assignment 3 solution.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2021/PHY201 Endsem MS20.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2022/Endsems MS21 Phy 201.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2022/Midsems 2 2022.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2022/Notes/Lecture notes 4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2022/Notes/PHY201-2022BeforeMS2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2022/Notes/PHY201-LectureNote2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2022/PHY201 Assignment 2 Solution.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2022/PHY201.Assignment 1 solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2024/QuestionPapers/EndSem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2024/QuestionPapers/EndSemSolsB.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Assignments/Assignment01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Assignments/Assignment02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Assignments/Assignment03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Assignments/Assignment04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Assignments/Assignment05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Assignments/Assignment06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Assignments/Assignment07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Assignments/Assignment08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Assignments/Sols01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Assignments/Sols02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Assignments/Sols03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Endsem/EndsemB.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Midsem/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Midsem/Midsem2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/Notes/classnotesEndsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/QuestionPapers/1stMidSem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/QuestionPapers/2ndMidSem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/QuestionPapers/Sols-1stMidSem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2025/QuestionPapers/Sols-2ndMidSem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/2026/Midsem/IMG_20260420_000126.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Momentum of Light notes.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial 05 (KL).pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-03 (KL).pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-04 (KL).pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-1_Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-2 (KL).pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-2_Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-3_Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-4_Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-5_Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-6_Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/201/unknown/Tutorial Questions/Tutorial-7_Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2022/Assignments/Assignment1-PHY202.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2022/Assignments/Assignment_3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2022/Assignments/Assignment_4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2022/Assignments/Assignment_5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2022/Assignments/Assignment_IA_IIA_Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2022/Assignments/Assignments III IV V.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2022/Assignments/assignment_1_a.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2022/Assignments/assignment_2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2022/Assignments/assignment_2a.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2022/Assignments/assignment_5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2022/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2025/Assignments/ProbSet1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2025/Assignments/ProbSet2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2025/Assignments/ProbSet3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2025/Assignments/ProbSet4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2025/Assignments/ProbSet5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2025/Assignments/ProbSet6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2025/Endsem/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2025/Midsem/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/2025/Midsem/Midsem2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/202/unknown/Thermodynamics.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/204/2026/Midsem/photo-2026-04-19T18-45-05-740Z.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/204/2026/Midsem/phy204 ms 1.jpeg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/211/2025/fresnelbiprism.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/211/2025/melde.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/211/2025/newtonrings.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/211/2025/polarimeter.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/211/2025/resonant_tube.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/211/2025/singleslitdiff.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/211/2025/sonometer.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/211/2025/spectrometer.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2021/midsem1-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2021/midsem1-2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2021/sample-solution-midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2021/solution-mid-sem-1-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2021/solution-mid-sem-1-2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2022/Quiz2-Solution.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2022/Quiz2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2022/midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2023/Midsem-1(1).jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2023/Midsem-1(2).jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2024/Assignments/Assignment 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2024/Assignments/Assignment_6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2024/Assignments/Assignment_7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2024/Assignments/assignment_2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2024/Quizzes/quiz_1.png |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2024/Quizzes/quiz_3.png |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2024/Quizzes/quiz_4.png |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2024/Quizzes/quiz_5.png |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2024/Quizzes/quiz_6.png |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2024/Quizzes/quiz_7.png |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2025/Midsem/Mid_Sem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2025/Midsem/PHY301 Midsem 1 2025-26.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2025/Midsem/PHY301 Midsem 2 2025-26.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/2025/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/unknown/Assignments/Assignment1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/unknown/Assignments/Assignment2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/unknown/Lecture Notes/Lecture_Note_I.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/unknown/Lecture Notes/Lecture_Note_II.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/301/unknown/Lecture Notes/Lecture_Note_III.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 1 - Problem set.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 1 - Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 2 - Problem set.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 2 - Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 3 - Problem set.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 3 - Solution.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 4 - Problem set.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 5 - Solution.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 5 Problem set.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 6 - Problem set.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 6 - Solution.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 7 - Solution.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Assignments/Tutorial 7 - problem set.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Endsem_Suppli.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/MS1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/MS2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Midsem.png |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/MidsemSolution.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Tutorials/Problem set 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Tutorials/Problem set 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Tutorials/Problem set 3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Tutorials/Problem set 4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Tutorials/Problem set 5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2020/Tutorials/Problem set 7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2023/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2023/Midsem1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2023/Midsem2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2024/Endsem/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2024/Endsem/Endsem_Suppli.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2024/Midsem/MS1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2024/Midsem/MS2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2025/Endsem/Endsem2025_Bera.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/302/2025/Mid_&_End_Semester_Exam/Mid_&_End_Semester_Exam.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/Assignment01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/Assignment02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/Assignment03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/Assignment04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/Assignment05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/Assignment06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/Assignment07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/Assignment08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/EndSemSols.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/MidSem1Sols.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/MidSem2Sols.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/Midsem1B.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2023/Midsem2B.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2024/Assignments/Assignment-1-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2024/Assignments/Assignment-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2024/Assignments/Assignment-2_dff8254afe4ee14d86ef89453894dcc7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2024/Assignments/Assignment-3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2024/Assignments/Assignment-4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2024/Assignments/Assignment-5-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2024/Assignments/Assignment-5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2024/Assignments/Assignment-6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2025/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2025/Mid_&_End_Semester_Exam/Mid_&_End_Semester_Exam.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2025/Midsem/PHY303 Midsem 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/2025/Midsem1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | PHY/303/unknown/CoordinateSystemReview.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2017/assignment_1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2017/assignment_2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2017/assignment_3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2017/assignment_4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2017/assignment_5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2017/assignment_6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/Canonical.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/Part_4_grand_canonical.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/Probability.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/Thermodynamics.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/assignment_1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/assignment_2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/assignment_3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/assignment_7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/assignment_canonical.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/assignment_micro_canonical.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/midsem2_solution.pdf |  |  | Already QPR-LFS-R2
SKIPPED | PHY/304/2018/solution_phy304_statmech_midsem1.pdf |  |  | Already QPR-LFS-R2
